Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,combined,flavors
Bird is the Word,Coupe,,"pink pigeon rum, luxardo maraschino liqueur, green chartreuse, lime juice, pineapple juice",Cold shake-strain into coupe and garnish with a Luxardo Maraschino Cherry.,0,1,0,1,0,0,0,"pink pigeon rum, luxardo maraschino liqueur, green chartreuse, lime juice, pineapple juice,citrus,fruity",",citrus,fruity"
Bird On,,,"tempus fugit creme de menthe glaciale, tempus fugit alessio vermouth bianco, h by hine, lemon juice, lime juice","Shake, serve on the rocks, garnish with a lemon wedge.",0,1,0,0,0,0,0,"tempus fugit creme de menthe glaciale, tempus fugit alessio vermouth bianco, h by hine, lemon juice, lime juice,citrus",",citrus"
Bird on a Wire,,,"pink pigeon rum, nikka whisky taketsuru pure malt 12 yo, peychaud's bitters, luxardo maraschino liqueur",Stir ingredients together and strain into an absinthe-rinsed coupe. Garnish with a lemon twist/peel.,0,0,0,0,0,0,1,"pink pigeon rum, nikka whisky taketsuru pure malt 12 yo, peychaud's bitters, luxardo maraschino liqueur,bitter",",bitter"
Bird to Buck,,,"1 1/2 part pink pigeon rum, 1/2 part benedictine, 1/4 part orgeat syrup, 1/2 part lime,  part fee brothers whiskey barrel bitters",Shake fine and strain on crushed ice. Top with Strong Ginger Beer.,0,1,0,0,0,0,1,"1 1/2 part pink pigeon rum, 1/2 part benedictine, 1/4 part orgeat syrup, 1/2 part lime,  part fee brothers whiskey barrel bitters,citrus,bitter",",citrus,bitter"
Black Jam,,,"luxardo fernet, honey syrup, fresh lemon juice, tonic water","Shake the first three ingredients with ice then strain into a Collins glass and fill up with tonic water, stir and serve.",0,1,0,0,0,1,0,"luxardo fernet, honey syrup, fresh lemon juice, tonic water,citrus,sweet",",citrus,sweet"
Blood & Sand,Coupe,,"glenrothes vintage reserve, tempus fugit alessio vermouth di torino rosso, luxardo sangue morlacco cherry liqueur, orange juice",Pour all ingredients into cocktail shaker filled with ice cubes. Shake well. Strain into coupe glass. Flame orange zest over the top of the glass.,0,1,0,1,0,0,0,"glenrothes vintage reserve, tempus fugit alessio vermouth di torino rosso, luxardo sangue morlacco cherry liqueur, orange juice,citrus,fruity",",citrus,fruity"
Bloody Fernet,,,"luxardo fernet, luxardo maraschino liqueur, 2 scoop blood orange sorbet",Pour the ingredients in a blender and blend until smooth. Serve in a cocktail glass or coupe.,0,1,0,0,0,0,0,"luxardo fernet, luxardo maraschino liqueur, 2 scoop blood orange sorbet,citrus",",citrus"
Blue 88,Cocktail Glass,,"no.3 london dry gin, lemon juice, pages elderflower syrup, tempus fugit liqueur de violettes, luxardo maraschino liqueur",Shake well with lots of ice. Strain into cocktail glass.,1,1,0,0,0,0,0,"no.3 london dry gin, lemon juice, pages elderflower syrup, tempus fugit liqueur de violettes, luxardo maraschino liqueur,floral,citrus",",floral,citrus"
Boko Buku,Highball Glass,,"mezcal, don ciccio & figli concerto, vanilla marinade, 8 dash mole bitters",Combine all ingredients in a shaker tin and shake vigorously. Double strain with a fine mesh strainer into a highball glass.,0,0,0,0,0,0,1,"mezcal, don ciccio & figli concerto, vanilla marinade, 8 dash mole bitters,bitter",",bitter"
Boomin' Granny,Champagne Flute,,"h by hine, granny smith apple juice, fresh lime juice, acacia honey syrup,  top sparkling wine",Shake with ice and fine strain into a champagne flute. Top with sparkling wine and garnish with Granny Smith Apple fan.,0,1,0,1,0,1,0,"h by hine, granny smith apple juice, fresh lime juice, acacia honey syrup,  top sparkling wine,citrus,fruity,sweet",",citrus,fruity,sweet"
Bourbon Crusta,Vintage Glass,,"bourbon, orchard syrup, lemon juice, 1 bsp luxardo triplum (triple sec), 1 bsp luxardo maraschino liqueur, 3 dash boker’s bitters","Stir with pebble ice, strain into rimmed vintage glass.",0,1,0,1,0,0,1,"bourbon, orchard syrup, lemon juice, 1 bsp luxardo triplum (triple sec), 1 bsp luxardo maraschino liqueur, 3 dash boker’s bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
Brazilian Mai Tai,Bucket,,"ypioca brasilizar cachaca prata classica, mai tai mix, 1 splash soda water, 1 float english harbour rum","Pour all ingredients and shake in tin. Pour into bucket. Top with rum float, then garnish.",0,0,0,0,0,0,0,"ypioca brasilizar cachaca prata classica, mai tai mix, 1 splash soda water, 1 float english harbour rum",
Brazilian Mule Punch,,,"2 part ypioca brasilizar cachaca prata reserva especial, 1 part fresh lime juice, 1 part ancho chile-infused simple syrup, 1 float ginger beer, 2 dash angostura bitters","Punch Preparation Instructions:
Combine Ypioca, lime and syrup in bowl. Top with ginger beer and Angostura bitters* (amounts will depend on size of punch and number of anticipated servings). Garnish with thin-sliced dried ancho chiles and lime wheels to float. 

*You can optionally skip adding Angostura in punch and instead add a dash or 2 to each individual cocktail as served.


Individual Cocktail Preparation Instructions:
Combine ingredients exactly the same way as a traditional Moscow Mule over crushed ice. Garnish with dash or 2 bitters and ancho chile slices. Mint is an optional garnish.",0,1,0,0,0,1,1,"2 part ypioca brasilizar cachaca prata reserva especial, 1 part fresh lime juice, 1 part ancho chile-infused simple syrup, 1 float ginger beer, 2 dash angostura bitters,citrus,sweet,bitter",",citrus,sweet,bitter"
Brisa del Sur,,,"barsol selecto italia pisco, rocoto passion fruit reduction, fresh lime juice, simple syrup",Top with Grapefruit soda. Shake and strain into ice filled glass.,0,1,0,0,0,1,0,"barsol selecto italia pisco, rocoto passion fruit reduction, fresh lime juice, simple syrup,citrus,sweet",",citrus,sweet"
Bubbleliciously Delicious,,,"luxardo fernet, luxardo triplum (triple sec), 1 dash angostura bitters, 2 slices satsuma slices, sioux city sarsparilla soda",Serve cold and garnish with a scoop of vanilla bean ice cream swirled with Luxardo Maraschino Cherry Juice.,0,0,0,1,0,0,1,"luxardo fernet, luxardo triplum (triple sec), 1 dash angostura bitters, 2 slices satsuma slices, sioux city sarsparilla soda,fruity,bitter",",fruity,bitter"
Bubbly Bird,Champagne Flute,,"pink pigeon rum, 1 fill champagne, 1 dash angostura bitters, 1 dash peach bitters, 1 dash luxardo fernet",Dash each bitter and the Fernet over sugar cube in base of Champagne glass so that the sugar is fully saturated with mixture. Add Pink Pigeon Rum and top with chilled Champagne. Garnish with a twist of lemon.,0,0,0,1,0,0,1,"pink pigeon rum, 1 fill champagne, 1 dash angostura bitters, 1 dash peach bitters, 1 dash luxardo fernet,fruity,bitter",",fruity,bitter"
Buccaneer,Coupe,,"junipero gin, campari, velvet falernum, lime juice, simple syrup, 3 large chunks pineapple",Muddle the pineapple adding more or less simple syrup as needed and depending on sweetness of the pineapple. Add all other ingredients. Give the mixture a hard shake. Double strain into chilled coupe.,0,1,0,1,0,1,0,"junipero gin, campari, velvet falernum, lime juice, simple syrup, 3 large chunks pineapple,citrus,fruity,sweet",",citrus,fruity,sweet"
Buenaventura,Cocktail Glass,,"barsol primero quebranta pisco, el tesoro reposado tequila, grüner veltliner, lime, pineapple gum, 1 bsp sweet marmalade",Combine all ingredients. Shake and strain into cocktail glass. Garnish with an orange peel.,0,1,0,1,0,0,0,"barsol primero quebranta pisco, el tesoro reposado tequila, grüner veltliner, lime, pineapple gum, 1 bsp sweet marmalade,citrus,fruity",",citrus,fruity"
Bunny Poison,Cocktail Glass,,"rhubarb cucumber & mint-infused junipero gin, lemon juice, tempus fugit alessio vermouth bianco, rhubarb juice, grapefruit juice, rhubarb syrup, 2 dash fee brothers celery bitters","Combine all ingredients in Perlini sparkling cocktail shaker, shake and double strain into cocktail glass. (For home use, combine all ingredients, add ice shake 30 seconds and double strain into coupe, add splash of soda water.)
Spray with atomized Old Tom Gin.
Garnish with cucumber peel or candied rhubarb slice.

*Rhubarb Cucumber & Mint-Infused Junipero Gin:
-- 1 bottle Junipero Gin
-- 1 qt Chopped Rhubarb
-- 1 Chopped Large English Cucumber
-- .5 Bunch (15g) Fresh Mint (with stems)

Combine all ingredients in vacuum sealed bag and circulate at 53º for 2 hours. (For home use, combine all ingredients in plastic container and let rest for one week.)

*Rhubarb Syrup:
Juice 1 qt (8-10 Stalks)
Add to 1 qt of unbleached Cane sugar in saucepan and bring to simmer.
Remove from heat, allow to cool and strain in Chinoise.",0,1,0,1,0,0,1,"rhubarb cucumber & mint-infused junipero gin, lemon juice, tempus fugit alessio vermouth bianco, rhubarb juice, grapefruit juice, rhubarb syrup, 2 dash fee brothers celery bitters,citrus,fruity,bitter",",citrus,fruity,bitter"
Bushido Cocktail,Cocktail Glass,,"nikka whisky taketsuru pure malt 12 yo, pedro ximenez sherry, 2 dash angostura bitters",Stir ingredients and strain into cocktail glass. Garnish with Luxardo Cherry.,0,0,0,0,0,0,1,"nikka whisky taketsuru pure malt 12 yo, pedro ximenez sherry, 2 dash angostura bitters,bitter",",bitter"
Buster Crusta,Coupe,,"h by hine, lemon juice, the genuine curacao liqueur orange, luxardo maraschino liqueur, small hand foods gum syrup, 1 bsp luxardo fernet","Shake, fine strain into chilled frosted coupe, float Fernet.",0,1,0,0,0,0,0,"h by hine, lemon juice, the genuine curacao liqueur orange, luxardo maraschino liqueur, small hand foods gum syrup, 1 bsp luxardo fernet,citrus",",citrus"
Buzzard's Bay,Rocks Glass,,"2 part no.3 london dry gin, .5 part real cranberry juice, .25 part luxardo fernet, .5 part lime juice, 1.5 part puer black tea",Build and pour in punch bowl over large ice block.,0,1,0,1,0,0,0,"2 part no.3 london dry gin, .5 part real cranberry juice, .25 part luxardo fernet, .5 part lime juice, 1.5 part puer black tea,citrus,fruity",",citrus,fruity"
Cafe Creole,,,"pink pigeon rum, luxardo espresso italian liqueur, heavy cream, simple syrup","In one shaker, mix heavy cream and simple syrup and dry shake vigorously until it's whipped.
In another, shake Pink Pigeon Rum and Luxardo Espresso with ice.  Pour into a coupe, and then carefully top with the cream.  It should layer perfectly.  The vanilla complexity of the rum pairs awesomely with coffee and cream.
",0,0,0,0,0,1,0,"pink pigeon rum, luxardo espresso italian liqueur, heavy cream, simple syrup,sweet",",sweet"
Caipirinha,,,"4 pieces lime, 1-2 tbsp sugar, 1 1/ypiòca",Cut a lime in 4 pieces and put them in a glass. Add 1-2 tablespoons of sugar and crush with a pestle. Add Ypiòca. Fill with crushed ice. Stir well and enjoy!,0,1,0,0,0,1,0,"4 pieces lime, 1-2 tbsp sugar, 1 1/ypiòca,citrus,sweet",",citrus,sweet"
California's Callin',Collins,,"junipero gin, luxardo maraschino liqueur, grapefruit juice, lemon juice, 1 dash tempus fugit abbott's bitters,  to fill anchor california lager","Combine Gin, Maraschino, juices, and bitters in an ice-filled mixing tin and shake for 20-30 seconds, or until well chilled. Strain over fresh ice into a Collins glass, top with the California Lager, and garnish with the grapefruit peel.",0,1,0,1,0,0,1,"junipero gin, luxardo maraschino liqueur, grapefruit juice, lemon juice, 1 dash tempus fugit abbott's bitters,  to fill anchor california lager,citrus,fruity,bitter",",citrus,fruity,bitter"
Canary vs. the Coal Mine,Old Fashioned Glass,,"old forester bonded bourbon, h by hine, rock & rye, cocchi americano rosa,   activated charcoal",Stir and strain into an old fashioned glass with a large ice cube.,0,0,0,0,0,0,0,"old forester bonded bourbon, h by hine, rock & rye, cocchi americano rosa,   activated charcoal",
Cap't of the Seven Seas,Lager,,"ypioca brasilizar cachaca ouro reserva especial, jalapeno-orange simple syrup, coconut milk, 4 dash orange flower water, 9 drops mole bitters",Combine all ingredients in a shaker tin and shake vigorously. Double strain using a fine mesh strainer. Serve in a lager glass over ice.,0,1,0,1,0,1,1,"ypioca brasilizar cachaca ouro reserva especial, jalapeno-orange simple syrup, coconut milk, 4 dash orange flower water, 9 drops mole bitters,citrus,fruity,sweet,bitter",",citrus,fruity,sweet,bitter"
Carrier Pigeon (an Airmail with Pink Pigeon),Champagne Flute,,"pink pigeon rum, lime juice, honey","Short shake-strain into champagne flute- top with champagne. 
Drop a Luxardo cherry into the flute.
",0,1,0,0,0,1,0,"pink pigeon rum, lime juice, honey,citrus,sweet",",citrus,sweet"
Champs Élysées,Coupe,,"h by hine, lemon juice, green chartreuse, simple syrup, 2 dash angostura bitters",Shake with intent. Double strain in coupe. Garnish with lemon wheel.,0,1,0,0,0,1,1,"h by hine, lemon juice, green chartreuse, simple syrup, 2 dash angostura bitters,citrus,sweet,bitter",",citrus,sweet,bitter"
Chapman Cobbler,Old Fashioned Glass,,"applejack, amontillado sherry, orgeat, fresh lemon juice, 1 bsp tempus fugit creme de noyaux",Combine all ingredients in a shaker tin filled with crushed ice. Flash-shake and dump into a double old fashioned glass. Garnish.,0,1,0,1,0,0,0,"applejack, amontillado sherry, orgeat, fresh lemon juice, 1 bsp tempus fugit creme de noyaux,citrus,fruity",",citrus,fruity"
Charente Royale,Champagne Flute,,"h by hine, elderflower liqueur, 2 dash absinthe,  top sparkling wine",Combine all ingredients except sparkling wine in a shaker. Add ice and shake until chilled through. Double strain into a champagne flute and garnish with an orange twist.,0,0,0,0,0,0,0,"h by hine, elderflower liqueur, 2 dash absinthe,  top sparkling wine",
Château Montifaud Creation,,,"chateau de montifaud cognac vs, lemon juice, orgeat (almond) syrup, triple sec,  top lemonade","Pour the Cognac and lemon juice into the glass and then add orgeat syrup; fill with ices cubes and mix with a spoon. At the end, add lemonade and lemon peel.",0,1,0,0,0,0,0,"chateau de montifaud cognac vs, lemon juice, orgeat (almond) syrup, triple sec,  top lemonade,citrus",",citrus"
Château Montifaud Lady Touch Triple Sec,,,"chateau de montifaud reserve speciale michel vallet, triple sec, lemon juice, sugar syrup, 8  fresh mint,   ice cubes",Pour the ingredients in the shaker. Close and shake well until frosted. Strain into the glass. Garnish with fresh mint.,0,1,0,0,0,1,0,"chateau de montifaud reserve speciale michel vallet, triple sec, lemon juice, sugar syrup, 8  fresh mint,   ice cubes,citrus,sweet",",citrus,sweet"
Château Montifaud on Mint,,,"1 coffee spoon sugar syrup, 10  fresh mint, .25  sliced green lemon, chateau de montifaud cognac vsop, lemon juice, sparkling water","Pour the sugar syrup into the glass and add fresh mint and green lemon. Lightly crush and add ice cubes, Cognac, lemon juice and sparkling water. Mix with a spoon and serve with a straw.",0,1,0,0,0,1,1,"1 coffee spoon sugar syrup, 10  fresh mint, .25  sliced green lemon, chateau de montifaud cognac vsop, lemon juice, sparkling water,citrus,sweet,bitter",",citrus,sweet,bitter"
Château Montifaud on the Rocks,,,"chateau de montifaud cognac xo, 3  ice cubes",Pour the Cognac into the glass and add ice cubes. Perceive the aromas that are released as a summer rain that reveals the secrets of the nature...,0,0,0,0,0,0,0,"chateau de montifaud cognac xo, 3  ice cubes",
Château Montifaud Pink Love,,,"chateau de montifaud xo silver, sugar syrup, lemon juice, 3  raspberries,  fill champagne","Pour the Cognac, sugar syrup, lemon juice and 3 pressed raspberries into the shaker, then shake. Strain into the glass (using a cocktail strainer) and fill with chilled Champagne. Garnish with 3 raspberries.",0,1,0,0,0,1,0,"chateau de montifaud xo silver, sugar syrup, lemon juice, 3  raspberries,  fill champagne,citrus,sweet",",citrus,sweet"
Cherries St. James,Cocktail Glass,,"no.3 london dry gin, lemon juice, pages elderflower syrup, luxardo sangue morlacco cherry liqueur, luxardo maraschino liqueur",Shake well with lots of ice. Strain into cocktail glass.,0,1,0,1,0,0,0,"no.3 london dry gin, lemon juice, pages elderflower syrup, luxardo sangue morlacco cherry liqueur, luxardo maraschino liqueur,citrus,fruity",",citrus,fruity"
