Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,popularity
Prickly Pear Margarita,Margarita Glass,,"chinaco blanco tequila, lime juice, prickly pear puree, agave",Mint salt on the rim. Garnish with mint sprig.,0,1,0,1,0,1,0,
Primo Carnera,Martini,,"luxardo sangue morlacco cherry liqueur, luxardo triplum (triple sec), luxardo liquore st. antonio","Shake and strain into a martini glass, spray some absinthe on the glass.",0,0,0,1,0,0,0,
Prince of Humbugs,Collins,,"hirsch small batch reserve bourbon, luxardo bitter, cold blue bottle coffee, luxardo anisette, 2 dash peychaud's bitters",Build in collins glass. Top with soda. Orange peel.,0,0,0,0,0,0,1,
Profundo,,,"hirsch small batch reserve bourbon, luxardo sangue morlacco cherry liqueur, chocolate liqueur, heavy cream flavored with hum liqueur",Pour the liquor ingredients over ice and top with half inch (about one centimeter) layer of lightly whipped cream shaken with Hum Liqueur.,0,0,0,1,0,0,0,
Pumpkin & Pecan,,,"h by hine, toasted pecan syrup, lemon juice, cynar, 1 bsp spiced pumpkin butter, 2 dash cinnamon tincture",Shake. Double strain. King cube. Orange peel garnish,0,1,0,0,0,0,0,
Radice Amara,Coupe,,"luxardo bitter bianco, reisetbauer carrot eau de vie, genevieve gin","Combine ingredients in mixing glass, and stir with ice to dilution. Strain into a coupe cocktail glass. Garnish with a trimmed carrot ribbon.",0,0,0,0,0,0,1,
Raspberry Batida,Highball Glass,,"ypioca brasilizar cachaca prata reserva especial, sweetened condensed coconut milk, almond milk, briottet creme de framboise (raspberry), tempus fugit creme de cacao, 1 handful fresh raspberries, 2 dash rubarb bitters","Place all ingredients in a mixing tin, muddle fresh raspberries, add ice and shake until tin is frosty. Strain into a chilled highball glass. Garnish with orange wedge.",0,0,0,1,0,0,1,
Red Bud Trail,Martini,,"no.3 london dry gin, luxardo sangue morlacco cherry liqueur, dry vermouth, tempus fugit alessio vermouth di torino rosso, 1 dash angostura bitters",Pour into shaker over ice and shake well. Serve straight up in a martini glass with an orange twist.,0,0,0,1,0,0,1,
Red Letters,Martini,,"bols genever, luxardo maraschino liqueur, absinthe, lime juice","Shake with ice, strain and pour into a chilled martini glass.",0,1,0,0,0,0,0,
Redondo Beach,Rocks Glass,,"chinaco blanco tequila, f. meyer mirabelle (yellow plum), fino sherry, the genuine curacao liqueur blue, horchata, simple syrup (2:1), lime juice",Blend with ice.,0,1,0,1,0,1,0,
Rhapsody in Red,Collins,,"chinaco blanco tequila, wild hibiscus tea, fresh lime juice, agave nectar,   strawberries,  top sparkling water","Muddle strawberries in a shaker with agave nectar, add lime juice, hibiscus tea, and Chinaco Blanco. Top with sparkling water.",0,1,0,0,0,1,0,
Rio De Janeiro Mule,Copper Mug,,"ypioca brasilizar cachaca prata classica, ginger citrus agave blend, ginger ale, 1 dash aromatic bitters","Pour ingredients into mug, fill with ice. top with ginger ale. Roll into tin. Roll back into mug. Garnish.",0,1,0,0,0,1,1,
Rita's Song,Old Fashioned Glass,,"nikka whisky taketsuru pure malt 12 yo, 15 yo sherry, 2 dashes dr. adam's boker's bitters, simple syrup","Build in old fashioned glass, stir and serve over large ice cube.",0,0,0,0,0,1,1,
Rita's Song,,,"nikka whisky taketsuru pure malt 12 yo, 15 yo sherry, 2 dash dr. adam's boker's bitters, simple syrup",Serve in an old fashioned glass over a large ice cube.,0,0,0,0,0,1,1,
Ritz Cocktail,Martini,,"cognac, cointreau, luxardo maraschino liqueur, fresh lemon juice, champagne","Add all ingredients except the champagne to a mixing glass and fill with ice. Stir, and strain into a martini glass. Fill with champagne and garnish with a flamed orange peel.",0,1,0,0,0,0,0,
Roasted Cherry Colada,Tiki Glass,,"white rum, luxardo sangue morlacco cherry liqueur, coconut milk, fresh lime juice, .5 tsp demerara sugar, 10 dash miracle mile forbidden barrel aged bitters, 3  roasted cherries, black rum, 1 tsp everclear","In a blender, combine white rum, Luxardo, coconut milk, lime juice, sugar, bitters, 3 cherries, and ice and purée until smooth; pour into a tiki glass and top with black rum. Place halved cherry, cut-side up, on top of cocktail and fill with Everclear before lighting cherry on fire.",0,1,0,1,0,1,1,
Root Down,Rocks Glass,,"karlsson's gold vodka (root-infused), cardamaro, fresh lemon juice, grade-a dark maple syrup, fenteman's ginger beer, 4 inch whole licorice root",In a Boston shaker combine all liquid ingredients except the ginger beer with whole hard ice and shake vigorously for 30 seconds. Double strain the cocktail over whole hard ice cubes in a 13 oz. rocks glass and top with the ginger beer. Garnish with the licorice root.,0,1,0,0,0,0,0,
Rose Sangria,Wine Glass,,"pink pigeon rum, fresh lemon juice, honey syrup (1:1 honey & water), pomegranate juice, rose wine,   cinnamon, grated,   nutmeg, grated,   cherries,   strawberries,   watermelon, cube","Combine all ingredients in a wine glass, stir to mix. Add ice and enjoy.  
Convert ounces to cups to make a larger pitcher for you and your guests.",1,1,0,1,0,1,0,
Rothes Julep,Rocks Glass,,"glenrothes vintage reserve,   simple syrup, 5  mint leaves",Pour ingredients into cocktail shaker and shake vigorously with ice. Strain into a rocks glass over crushed ice with a mint sprig garnish.,0,0,0,0,0,1,0,
Rothes Roy,,,"glenrothes vintage reserve, tempus fugit alessio vermouth di torino rosso, 3 dash angostura bitters","Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into a chilled cocktail glass. Garnish with a Luxardo Cherry.",0,0,0,0,0,0,1,
Round Pond Aperitif,Coupe,,"luxardo aperitivo, round pond blood orange syrup, fresh lemon juice, 1 splash sparkling wine","Combine all ingredients except soda in a shaker with ice, shake to combine. Pour into a coupe glass and garnish with a lemon peel.",0,1,0,0,0,0,0,
Ruby Tuesday,Highball glass,,"gin,cranberry juice,grenadine",Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,0,0,0,1,0,0,0,
Rudolph's Rose,Coupe,,"christmas spirit, luxardo maraschino liqueur, chateau de montifaud pineau des charentes rose, tempus fugit gran classico bitter",Combine all ingredients and stir with ice in a mixing glass. Strain into coupe glass and garnish with a Luxardo Cherry.,1,0,0,0,0,0,1,
Sabotage,Rocks Glass,,"breck bourbon, dancing pines black walnut bourbon, punt e mes, king's ginger liqueur","Muddle sage and Thyme. Stirred, over ice in single rocks glass. Burnt orange, and thyme sprig to garnish.",0,0,0,0,0,0,0,
Sade's Taboo,Coupe,,"h by hine, cocchi americano, dolin rouge vermouth, 1 dash bittermens hopped grapefruit bitters","Stir all the ingredients over ice, then strain into a coupe. No garnish.",0,0,0,1,0,0,1,
Sahara Glowing Heart,Nick & Nora,,"junipero gin, apricot eau-de-vie, grenadine, 2 dash lemon bitters, 2 dash absinthe","Combine all ingredients in a mixing glass, add ice and then stir. Strain into a Nick & Nora glass and garnish with a lemon twist.",0,1,0,1,0,0,1,
Salty Swede,Old Fashioned Glass,,"karlsson's gold vodka, fresh grapefruit juice, club soda, 1 tincture grapefruit bitters",Combine the Karlsson's Gold Vodka and grapefruit in a shaker with ice. Shake for 15 seconds and strain over fresh ice in an old-fashioned glass that has a salted rim. Top the cocktail with the club soda.,0,0,0,1,0,0,1,
San Fran Shandy,,,"hophead vodka, king's ginger liqueur, breckle's brown ale, fresh lemon juice, honey syrup, egg white, 2 dash angostura bitters","Combine Hophead, lemon juice, King's Ginger, honey syrup, egg white, and bitters in a shaker and dry shake to emulsify egg whites. Add ice and shake vigorously until proper dilution. Strain into a chilled fizz glass. Empty ice out of shakers and fill shaker with ale to create a froth. Pour this froth over the drink and garnish with half an orange wheel.
	
",0,1,0,0,0,1,1,
San Fran Soda,Pint Glass,,"hophead vodka, fresh lime juice,  splash soda water,  top steam beer","Pour over ice in a pint glass, then fill with steam beer. Garnish with a lemon wedge and a straw.",0,1,0,0,0,0,0,
Santa Patricia,Highball Glass,,"blanco tequila, dry curacao, luxardo bitter, fresh ruby red grapefruit juice , cinnamon syrup",Shake all ingredients very well with ice and strain over ice into a highball glass.,0,0,0,1,0,0,1,
Sazerac,Old Fashioned Glass,,"vieux pontarlier absinthe francaise superieure, h by hine, 3 dash tempus fugit abbott's bitters, 0.5 tsp sugar","Rinse entire glass with absinthe, discard, if you must.
Stir with ice and strain into an old-fashion glass, garnish with lemon peel.",0,0,0,0,0,1,1,
Scotch Joplin,Nick & Nora,,"ardbeg ten, luxardo aperitivo, the genuine curacao liqueur orange, 5 dash orange bitters","Stir, strain into a chilled Nick and Nora glass. Garnish with lemon twist.",0,1,0,0,0,0,1,
See You T'Amaro,Small tumbler,,"luxardo amaro abano, lemon juice, simple syrup, egg white, 1 dash fee bros rhubarb bitters","Combine all ingredients in shaker. Dry shake for 10 seconds, add ice and shake for 30 seconds. Strain into small tumbler. Garnish with a sprinkle of grated nutmeg.",0,1,0,0,0,1,1,
Seersucker Sunshine,Nick & Nora,,"luxardo bitter bianco, seersucker gin, lillet blanc, sauternes, 2 dash orange blossom water","Rinse the glass with Orange Blossom Water and pour cocktail. Shake Egg White, Sauternes and Lemon Juice vigorously dry for 25 seconds, then add ice, gin, Luxardo Bitter Bianco and Lillet Blanc, shake again for 10 seconds. Strain into Nick & Nora, garnish with a lemon wheel.",1,1,0,0,0,0,1,
Shadowcat,Coupe,,"luxardo bitter bianco, barr hill gin, falernum, topo chico mineral water, 1 dash lemon bitters","Combine ingredients in a pint glass, stir with ice to chill. Double strain into a coupe glass. Garnish with mint and lemon wedge flag.",0,1,0,0,0,0,1,
Shark Attack,Pitcher,,"lemonade,water,vodka",Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,0,1,0,0,0,0,0,
Short Round,Punch Bowl,,"bacardi superior rum, chateau de montifaud pineau des charentes blanc, lemon juice, velvet falernum","Build all ingredients in a punch bowl and add ice, stir gently. Garnish with seasonal fruit and citrus wheels.",0,1,0,0,0,0,0,
Short Round II,Large Antique Vintage Shaker,,"avuá prata cachaça, bacardi superior rum, chateau de montifaud pineau des charentes rose, lime juice, cannella cinnamon cordial, simple syrup",Build & Stir. Hoshizaki Ice.,1,1,0,0,0,1,0,
Sidecar,Coupe,,"hine rare vsop, mathilde orange xo liqueur, lemon juice, 1 tsp demerara syrup (2:1)",Shake. Strain into a coupe. Garnish with a lime twist.,0,1,0,0,0,1,0,
Sidewinder,Coupe,,"h by hine, apple brandy, benedictine, yellow chartreuse, 1 dash vieux pontarlier absinthe francaise superieure, 1 dash peychaud's bitters","Stir all the ingredients over ice, then strain into a coupe. No garnish.",0,0,0,1,0,0,1,
Simply Perfecto,Rocks Glass,,barsol perfecto amor (aperitif wine),Pour Perfecto Amor over ice and garnish with an orange wheel.,0,0,0,0,0,0,0,
Singapore Sling (1915 Recipe),Collins,,"no.3 london dry gin, luxardo sangue morlacco cherry liqueur, luxardo triplum (triple sec), luxardo fernet, pineapple juice, fresh lime juice, 2 dash bitters",Shake ingredients with ice then strain into an ice-filled collins or pilsner glass.,0,1,0,1,0,0,1,
Sloe & Steady,Nick & Nora,,"c. drouin calvados selection, spirit works sloe gin, bonal, 4 drops black salt tincture",Stir for about 20 seconds with ice and then Strain into a chilled Nick & Nora glass.,0,0,0,0,0,0,0,
Smashing Great Pumpkins,Demitasse Glass,,"pumpkin vodka, new york apple whisky, king's ginger liqueur, hot water",Steam in steaming tin. Pour in Demitasse glass. Top with heavy whipping cream and nutmeg.,0,0,0,1,0,0,0,
Smoke On The Dock,Collins,,"luxardo fernet, mezcal, fresh lime sweet n' sour mix, pomegranate juice",Shake ingredients with ice then strain into a Collins glass.,0,1,0,0,0,0,0,
Snow Bunny,Fizz Glass,,"christmas spirit, king's ginger liqueur, lemon juice, honey syrup, egg white, ale, 3 drops dale degroff's pimento aromatic bitters","Combine all ingredients besides beer and bitters and dry shake without ice. Add ice and re-shake, double strain into a fizz glass and top with beer. Garnish with shaved nutmeg and 3 drops of bitters.",0,1,0,0,0,1,1,
Soleo,,,"luxardo limoncello, herbal liqueur",Use an empty bottle of 750ml capacity and combine together 12 ounces - of each of the two liqueurs and store in the freezer. Serve very cold in a small cordial glass without ice.,0,0,0,0,0,0,0,
Solera Sidecar,Coupe,,"h by hine, lustau east india solera, grand marnier, luxardo amaretto di saschira, lemon juice, simple syrup","Shake all the ingredients with ice, then strain into a coupe. No garnish.",0,1,0,0,0,1,0,
SOMA Fizz,Collins,,"junipero gin, lemon juice, luxardo triplum (triple sec), heavy cream, 2 dash orange bitters, club soda",Pour 2 oz. of Club Soda into a Collin’s Glass. Hard shake first fIve ingredients with ice for at 20 seconds. Slowly strain into the Collins glass. Garnish with an orange wedge.,0,1,0,1,0,0,1,
Sorrentino,Rocks Glass,,"luxardo limoncello, luxardo bitter, tempus fugit alessio vermouth di torino rosso, club soda,   fresh thyme","Place the thyme in a tumbler glass and muddle to release the oils, then add ice and ingredients, stir well and serve.",0,0,0,0,0,0,1,
Sorriso (Adapted),Martini,,"no.3 london dry gin, pear flavored vodka, luxardo sangue morlacco cherry liqueur, sherry, 2 dash bitters",Pour all ingredients in a mixing glass filled with ice. Stir well and strain into a chilled cocktail glass.,0,0,0,1,0,0,1,
Space Age Pop,,,"1 1/chinaco reposado, luxardo amaro abano, 1/luxardo maraschino liqueur, 1/fresh lemon juice",Serve on one big rock.,0,1,0,0,0,0,0,
Spice and Stormy,,,"pink pigeon rum, simple syrup, lemon juice, luxardo bitter, 1 float ginger beer, 4 pieces pineapple, 4 pieces ginger root","Muddle pineapple and ginger root, lemon juice and simple syrup. Add rum. Shake well, over ice and top with ginger beer and Luxardo Bitter",0,1,0,1,0,1,1,
Spiced Marmalade,Coupe,,"junipero gin, 1 bsp orange marmalade, lemon juice, orange juice, simple syrup, 2 dash orange bitters, 4  cloves torched & muddled","shake/2strain/coupe

garnish lemon twist",0,1,1,0,0,1,1,
Spring Cleanse,Chilled Glass,,"1  half small cucumber, 1  medium carrot, 1  green apple, cored, 3-4  kale leaves, 1  big handful spinach leaves, 1  small hunk ginger, .5-pastis prado","Juice the ingredients and pour into a chilled glass (do not use ice or the drink will lose body).

Top with Pastis Prado or absinthe and garnish with a sprig of mint.",0,0,0,1,0,0,0,
Spring Forward,Champagne Flute,,"old tom gin, noilly prat ambre vermouth, pineapple juice, lime juice, rich simple (2:1), .75 float dry sparkling wine","Combine all ingredients, minus the sparkling wine, into a tin. Shake and double strain into a flute glass. Top with a float of sparkling wine. Garnish with an edible flower petal.",0,1,0,1,0,1,0,
Stinger,,,"1 part tempus fugit creme de menthe glaciale, 3 part h by hine",Shake or stir briskly and strain into a cocktail glass.,0,0,0,0,0,0,0,
Stone Fruit Patch V1,,,"luxardo maraschino liqueur, peach puree, lime juice, 3  raspberries",Muddle raspberries in mixing glass. Add remainder of ingredients in a mixing glass with fresh ice. Shake vigorously strain over fresh ice. Garnish with raspberry and mint.,0,1,0,1,0,0,0,
Stone Fruit Patch V2,Coupe,,"luxardo maraschino liqueur, peach puree, lime juice, 3  raspberries, sparkling wine",Muddle raspberries in mixing glass. Add remainder of ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a well chilled coupe. Top off with sparkling wine. Garnish with raspberry and mint.,0,1,0,1,0,0,0,
Stranger in the Alps,Rocks Glass,,"rinse eau de vie, junipero gin, carpano antica, campari, braulio amaro, 1 pinch salt","Rinse a rocks glass with eau de vie. Combine remaining ingredients in a shaker with ice. Shake, and strain over fresh ice into a rocks glass. Garnish with a lemon pigtail.",0,0,0,0,0,0,0,
Strike No.3,Old Fashioned Glass,,"no.3 london dry gin, st. germaine elderflower liqueur, orgeat syrup, fresh lemon juice",Shake the ingredients with ice. Strain into an old fashioned glass. Garnish with a Luxardo Cherry.,0,1,0,0,0,0,0,
Stroll Through the Park,Collins,,"barsol primero quebranta pisco, simple syrup, orange juice, lemon, 1 bsp el guapo tonic syrup, 4 dash el guapo tonic bitters, 3  cucumber slices, 2  mint sprig",Muddle mint and cucumber with the simple syrup in a shaker tin. Combine the remainder of the ingredients in the tin. Shake vigorously. Double strain with a fine mesh strainer into a collins glass. Fill with ice and garnish with a cucumber slice.,0,1,0,0,0,1,1,
Swedish 75,Coupe,,"karlsson's gold vodka, lemon curd (or a large bar spoon), brut champagne","In a Boston shaker, combine the Karlsson's and the lemon curd with whole hard ice and shake vigorously for 30-40 seconds. Add the champagne to the shaker, stir until mixed well and double strain the cocktail into a 4.5 oz. coupe glass. Garnish the cocktail with a lemon twist making sure to release all the essential oils into the glass. Rub the entire rim with the twist before dropping the twist into the glass.",0,1,0,0,0,0,0,
Swedish Nightingale,,,"no.3 london dry gin, maurin quina, pineapple gomme syrup, 1 bsp peated kola nut tincture, 2 dash angostura bitters",Stir. Strain. Lemon peel garnish.,0,0,0,1,0,0,1,
Swedish Royal,Coupe,,"karlsson's gold vodka, apricot brandy, dry vermouth, sweet vermouth",Combine all ingredients in a frozen mixing glass with hard ice and stir for 20 seconds. Strain into a frozen coupe glass.,0,0,0,1,0,0,0,
Tahitian Fix,Collins,,"barsol selecto italia pisco, fresh lemon juice, vanilla agave nectar, pineapple gomme syrup, seltzer water",Shake all ingredients with ice and fine strain into Collins glass. Top with seltzer water and add lavender blossom garnish.,0,1,0,1,0,1,0,
Tamaulipas Margarita,V-Shaped Rocks Glass,,"chinaco blanco tequila, fresh lime juice, agave nectar","Served in v-shaped rocks glass with ""vintage ice"".
",0,1,0,0,0,1,0,
Tea & Sympathy,Mug,,"avua amburana cachaça, king's ginger liqueur, fresh squeezed lemon juice, 1 bag chai tea","Soak 1 chai tea bag in half mug of hot water for 30 seconds, remove the tea bag, add all the ingredients, add more hot water. 

Lemon wheel stuffed with 4-5 cloves for garnish.",0,1,0,0,0,0,0,
Tea Party Cocktail,Coupe,,"no.3 london dry gin, king's ginger liqueur, orange marmalade syrup, lemon juice, bergamot tea foam","Shake all ingredients except foam, strain into chilled cocktail ""coupe"". Layer foam onto cocktail. Add garnish.",0,1,0,0,0,0,0,
Temple of the Moon,Old Fashioned Glass,,"junipero gin, barsol primero quebranta pisco, amaro sibilla, simple syrup,  rinse st. george absinthe, 3 drops fee brothers orange flower water","Stir all ingredients except for Absinthe and Orange Flower. Strain over a chunk/sphere of ice in an old fashioned glass. Garnish with a sprig of mint, with 3 drops of Orange Flower.",0,1,0,0,0,1,0,
Tequila Sunflare,Rocks Glass,,"chinaco blanco tequila, sage-cilantro-lime syrup,  rinse montanaro vermouth , 1  pomegranate ice cube",Pre-freeze pomegranate juice into one large cube. Rinse a glass with Montanaro vermouth. Dump any excess out. Build the remainder of spirits and bitters into a shaker tin. Shake vigorously. Strain over the pomegranate ice cube into a rocks glass.,0,1,1,0,0,0,0,
Tequila Sunrise,Highball glass,Contemporary Classics,"tequila,orange juice,grenadine","Pour the tequila and orange juice into glass over ice. Add the grenadine, which will sink to the bottom. Stir gently to create the sunrise effect. Garnish and serve.",0,1,0,0,0,0,0,6973
The Alpine Mist,Martini,,"mezcal, reed's premium ginger brew, 1 tsp seedless blackberry jam, 1  lime, juiced, 12  mint leaves, muddled",Fill a cocktail shaker with ice. Add all ingredients except the garnish and shake well. Stain into a very chilled martini glass (martini glass should have a sugar rim on half of the glass) and top with a splash of ginger beer. Garnish with a mint leaf and orange peel. Right before serving drop in a chip of dry ice for the mist.,0,1,0,1,0,0,0,
The Asterisk,Cocktail Glass,,"brandy, green chartreuse, luxardo maraschino liqueur, lemon juice",Shake until very cold; double strain into a chilled cocktail glass. No garnish.,0,1,0,0,0,0,0,
The Awen,Rocks Glass,,"pot still-style irish whiskey, luxardo maraschino liqueur, cocchi americano, 1 dash orange bitters",Stir ingredients in glass over an ice sphere.,1,1,0,0,0,0,1,
The Bacchus Cocktail,Coupe,,"5  concord grapes, 3  blackberries, barsol primero quebranta pisco, crème yvette, lemon juice, egg white","Place the Concord grapes and blackberries in a shaker and muddle. Add the rest of the ingredients and ice. Shake, and strain into a chilled coupe. Garnish with Concord grapes and lemon peel twisted to release oils.",0,1,0,1,0,0,0,
The Big Picture,,,"tempus fugit alessio vino chinato, fig-infused c. drouin calvados selection, lemon, simple syrup",Build in glass. Add crushed ice and swizzle. Top with more crushed ice. Dash pepita tincture on top for aromatics. Garnish with lemon wheel and dried fig.,0,1,0,0,0,1,0,
The Bitter King,Martini,,"king's ginger liqueur, lemon juice, simple syrup","Add all ingredients to a shaker, add ice, shake and strain into a martini glass garnish with a Luxardo Cherry.",0,1,0,0,0,1,0,6972
The Bittered Valley,,,"luxardo maraschino liqueur, 4 drops acid phosphate, barsol primero quebranta pisco, luxardo amaro abano, luxardo fernet, 3 dash scrappy's aromatic bitters","1st glass ingredients:
Luxardo Maraschino, Acid Phosphate

2nd glass ingredients:
BarSol Quebranta Pisco, Luxardo Amaro Abano, Luxardo Fernet, Scrappy's Aromatic Bitters",0,0,0,0,0,0,1,
The Boys of Summer Cup,Collins,,"no.3 london dry gin, dolin rouge vermouth, the genuine curacao liqueur orange, king's ginger liqueur, chareau liqueur, fresh lemon juice,  top fever-tree bitter lemon",Top with Fever-Tree Bitter Lemon. Build in a collins glass full of ice cubes and garnish with a lemon wheel and mint sprig.,0,1,0,0,0,0,1,
The Brightside,Old Fashioned Glass,,"pink pigeon rum, fresh orange juice, 1 tbsp luxardo bitter, 1 dash milk powder (or cream)","Dry shake, then serve old-fashioned glass with crushed ice. Drizzle Bitter on top to finish.",0,1,0,0,0,0,1,
The Canevari Cocktail,Cocktail Glass,,"old tom gin, cocchi vermouth di torino, luxardo bitter, 3 dash angostura bitters","Combine ingredients, stir until well chilled, and strain in to a cocktail glass. Serve with an orange twist.",0,0,0,0,0,0,1,
The Cappa,Wine Glass,,"gin, pineau des charentes, luxardo maraschino liqueur","Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into a small wine or cocktail glass. Twist a slice of lemon peel over the drink and use as garnish.",0,0,0,0,0,0,0,
The Cavalier White Lady,Martini,,"junipero gin, creole shrub, lemon juice, lemon bitters, simple syrup, 1  egg white",Spray of Lemon Verbana oil on the Martini glass. Combine all other ingredients and dry shake for 20 seconds. Add ice to the mixing tin and shake again. Double strain into a Martini glass. Garnish with fresh lemon verbena. Served in a martini.,0,1,0,0,0,1,1,
The Chief,Coupe,,"junipero gin, cocchi americano, salers gentiane aperitif, 2 drops black licorice-infused angostura bitters, 1 drop sea salt tincture",Stir the first three ingredients and the sea salt tincture over ice. Strain into a coupe glass and add licorice-infused Angostura Bitters. Garnish with 3 brandied cherries.,0,0,0,0,0,0,1,
The Claridge,,,"gin, dry vermouth, luxardo apricot liqueur, cointreau","Stir, strain, and serve straight up.",0,0,0,1,0,0,0,
The Cliffdiver,Collins,,"d'aristi 10 yr rum, the genuine curacao liqueur blue, tempus fugit liqueur de violettes, lime juice, tahitian vanilla bean syrup, 1 float ginger beer, 3 dash angostura bitters","Combine rum, curacao, violettes, and lime juice in a shaker, add ice and shake vigorously. Double strain into a chilled collins glass. Add fresh ice in the collins glass and top with chilled ginger beer. Float 2-3 dashes of Angostura Bitters on top and garnish with a grilled pineapple wedge on rim of glass, and two Luxardo Cherries speared through a toothpick, and edible orchid placed on top hanging from the rim.",1,1,0,0,0,0,1,
The Commissioner's Trophy #3,Coupe,,"no.3 london dry gin, amaro, barsol perfecto amor (aperitif wine), strawberry shrub",Stir in a mixing glass with ice; strain into a coupe glass; garnish with orange and lemon zest.,0,0,0,1,0,0,0,
The Double Crown,Egg Coupe,,"compass box great king street glasgow blend, lemon juice, cyril zangs double zero eau de vie de cidre, king's ginger liqueur, honey syrup, 1  egg white","Shake without ice, add ice and shake again then fine strain into a chilled egg coupe. Garnish with a Sage leaf.",0,1,0,0,0,1,0,
The Douglas Tilden,Cocktail Glass,,"junipero gin, lacuesta blanco vermouth, salers gentiane aperitif, 1 bsp luxardo maraschino liqueur, 1 bsp germain-robin absinthe, 2 dash scrappy’s lime bitters","Combine all ingredients in a mixing glass with ice, stir and strain into a chilled cocktail glass. Garnish with a lemon twist and the edible flower of your choice.",0,1,0,0,0,0,1,
The Evil Blue Thing,Old-fashioned glass,,"creme de cacao,blue curacao,light rum","Pour ingredients into glass, and drop in a blue whale! The blue whale isn't really necessary, but it makes the drink more ""fun"".",0,0,0,0,0,0,1,
The French Connection,Coupe,,"h by hine, fresh lemon juice, demarara simple syrup, 4 dash apple bitters","Shake ingredients with ice in shaker and then double strain into a couple glass.
Top with champagne and garnish with lemon and apple slice.",0,1,0,1,0,1,1,
The Fritz,Rocks Glass,,"junipero gin, luxardo maraschino liqueur, peychaud's bitters, punt e mes",Stir with ice and strain into a rocks glass. Garnish with an orange twist.,0,0,0,0,0,0,1,
The Ginger Royale,,,"king's ginger liqueur, champagne",Pour a generous measure of The King's Ginger into a flute. Add chilled Champagne to taste.,0,0,0,0,0,0,0,
The Hollinger Manhattan,Coupe,,"rittenhouse rye, sweet vermouth, luxardo maraschino liqueur, duplais swiss absinthe verte","Stir, strain into an absinthe rinsed coupe. Garnish with Luxardo Cherry.",0,0,0,0,0,0,0,6972
The House of Duncan,,,"glenrothes vintage reserve, luxardo sangue morlacco cherry liqueur, king's ginger liqueur, 1 dash angostura bitters",Serve on the rocks. Garnish with a Luxardo Cherry.,0,0,0,1,0,0,1,
The Improved Sazerac,,,"h by hine, luxardo maraschino liqueur, .5 tsp simple syrup (1:1), 3 dash peychaud's bitters, 1 dash angostura bitters,  rinse vieux pontarlier absinthe francaise superieure",Put ingredients in mixing glass. Stir. Strain into glass that has absinthe rinse. Add lemon zest.,0,0,0,0,0,1,1,
The Inside Job,Old Fashioned Glass,,"bourbon, luxardo maraschino liqueur, simple syrup, 1 dash angostura bitters, 1 dash vieux pontarlier absinthe francaise superieure","Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into an old fashioned glass filled with fresh ice. Garnish with a Luxardo Cherry and an orange slice or twist.",0,0,0,0,0,1,1,
The King and Tonic,Collins,,"king's ginger liqueur, fever-tree tonic water, 1 dash angostura bitters",Serve over ice in a collins glass.,0,0,0,0,0,0,1,
The King Merlet Sidecar,,,"h by hine, luxardo triplum (triple sec), king's ginger liqueur, fresh lemon juice, pressed apple juice",Shake all ingredients with ice and strain into an iced up glass with brown sugar rim.,0,1,0,1,0,0,0,
The King's Autumn Cobbler,,,"king's ginger liqueur, briottet creme de mure (blackberry),  top pear cider",Add all ingredients over ice. Stir with a barspoon. Squeeze lemon wedges and add blackberries.,0,0,0,1,0,0,0,
The King's Cranberry Sauce,,,"1 pkg, cranberries, 1.5 c brown sugar, .5 c orange juice, .3 c king's ginger liqueur, 8 whole pepper corns, 6  allspice berries, 5  cloves, 1 stick, 2 in cinnamon","Heat cranberries, sugar, OJ and King's Ginger over medium heat. Place the peppercorns, allspice, cloves and cinnamon in a piece of cheesecloth with the end tied. Add to pot. Cook stirring often until cranberries soften about 25 to 30 min. Refrigerate for 1 hour before serving.",0,1,1,0,0,1,0,
The King's Egg Nog,Goblet,,"no.3 london dry gin, king's ginger liqueur, english harbour rum, 3 spoon sugar, 1 whole egg, milk, cream",Dry shake and then shake with hand cracked ice. Serve in a goblet with grated nutmeg.,0,0,0,0,0,1,0,
The King's Froth & Frizz,Champagne Flute,,"barsol selecto italia pisco, king's ginger liqueur, peach brandy, lemon juice, egg white","Dry shake, then shake with ice. Double strain into flute or sour glass. Top with a Saison.

Zest orange over top and garnish with a star anise.
",0,1,0,1,0,0,0,
The King's Ginger Spiced Punch,Punch Bowl,,"king's ginger liqueur, cranberry juice, fever-tree lemonade",Add all ingredients into a punch bowl or pitcher and stir. Add lemon wheels and strawberries to garnish.,0,1,0,1,0,0,0,
The King's Ginger Summer Cup,,,"king's ginger liqueur, cranberry juice, fever-tree lemonade",Build in a glass over ice. Add lemon wheels and strawberries. Finish with a splash of fresh lemon or top up with some sparkling wine. This drink can also be made in jugs or punch bowls.,0,1,0,1,0,0,0,
