Cocktail Name,Glass,strIBA,Ingredients,Instructions,floral,citrus,herbaceous,fruity,spicy,sweet,bitter,popularity
Padova Collins,,,"1.5 oz pear flavored vodka, .75 oz luxardo limoncello, .25 oz luxardo sambuca dei cesari, 1.5 oz fresh sweet n' sour mix, 2 oz lemon lime soda",Shake the first four ingredients with ice then strain into a tall glass filled with ice and top with lemon lime soda. Stir and serve.,0,1,0,1,0,0,0,
Palais Royal,Wine Glass,,"3 oz champagne, 1 oz h by hine, .33 oz cherry brandy, 1 tsp lemon juice",Pour ingredients into a wine glass half-filled with crushed ice. Garnish with a half-slice of lemon and a maraschino cherry.,0,1,0,1,0,0,0,
Palermo Breeze,Collins,,"1.5 oz luxardo bitter bianco, .5 oz velvet falernum, .5 oz lime, .5 oz passion fruit syrup, 2 oz belstar sparkling rose",Shake first 4 ingredients and strain into collins. Top with pebble ice. Top with the rose. Garnish with a basil and a lime flower for aromatics.,1,1,0,0,0,0,1,
Pants off Dance off,,,".75 oz barsol perfecto amor (aperitif wine), .5 oz lime juice, 1 oz junipero gin, .5 oz grenadine, 1 dash angostura bitters, 1 drop bittermens burlesque bitters",Shake and top with Anchor Steam.,0,1,0,0,0,0,1,
Paradiso Sun,Nick & Nora,,"1.5 oz junipero gin, 1 oz lime sour, .5 oz orange juice, .25 oz dry curacao",Add all ingredients in a mixing glass with fresh ice. Shake vigorously and strain into a Nick & Nora glass. Garnish with orange slice and 1 bar spoon juniper berries.,0,1,0,0,0,0,0,
Parisian Manhattan,Old Fashioned Glass,,"2 oz h by hine, 1 oz cocchi americano rosa, 1 dash angostura bitters, 3 drops bittercube cherry bark vanilla bitters",Stir and pour over ice in an old fashioned glass. Garnish with an orange peel.,0,0,0,1,0,0,1,6972
Party in the Agave Fields,,,"2 oz mezcal, .75 oz luxardo triplum (triple sec), .75 oz luxardo amaro abano, 3 dash tempus fugit abbott's bitters",Stir over 1 large rock. Garnish with zest of an orange peel.,0,0,0,1,0,0,1,
Passion Fruit Batida,,,"1-2 tbsp sugar, 1 1/2 oz ypiòca,   passion fruit","Put 1/2 passion fruit inner part in a blender, 1-2 tablespoons of sugar and 50ml ( 1 1/2 ounces) of Ypiòca. Mix for a few seconds. Filter in a glass and serve with ice.",0,0,0,0,0,1,0,
Passionate Pigeon ,Collins,,"50 ml pink pigeon rum, 50 ml lychee juice, .5  lime, juiced, 1  passion fruit, 1 float ginger beer","In a mixing glass, combine Pink Pigeon Rum, Lychee Juice and the juice from 1/2 a lime. Add the pulp of one passion fruit (to prep passion fruit: cut in half, setting aside a small slice for garnish and scoop out the pulp and drop both the pulp and peel into the glass). Add ice and shake vigorously. Pour in a tall glass over ice, top with ginger beer.  Garnish with the passion fruit wedge to serve.",0,1,0,0,0,0,0,
PB&K Old Fashioned,Rocks Glass,,"1 oz karlsson's gold vodka, 1 oz cognac, .5 oz benedictine, 1 tincture angostura bitters, 1 tincture peychaud's bitters, 1 pc lemon twist, 1 pc orange twist,   peanut butter powder",Wet half of the rim of a 13 oz. rocks glass with Benedictine. Shake off the excess Benedictine to avoid clumping on the rim and dip it into the peanut butter powder. Flick the glass to shake the excess powder off. Place the glass in a cooler to chill the glass. In a frozen mixing glass combine all liquid ingredients with equal parts cracked ice and whole hard ice. Stir the cocktail for 45 seconds. Remove the glass from the cooler and place a 2 in. hard ice cube in it. Double strain the cocktail into the glass. Spritz the cocktail with both of the twists. Make sure to release all the essential oils into the cocktail. Discard the twists.,0,1,0,0,0,0,1,
PDA,,,"1.5 oz new york apple whiskey, 1 oz king's ginger liqueur, .75 oz lemon, .5 oz lemongrass ginger syrup, .5 oz egg white","Muddled ginger root. Shaken, served up, cinnamon stick and apple to garnish.",0,1,0,1,0,0,0,
Peace Daiquiri,Coupe,,"1.5 oz pink pigeon rum, .5 oz luxardo maraschino liqueur, .75 oz fresh lime juice, .5 oz simple syrup, .5 oz fresh grapefruit juice","Add all ingredients into shaking tin. Add ice cubes to tin. Shake vigorously and strain into coupe. Garnish with Luxardo Maraschino Cherry.
",0,1,0,1,0,1,0,
Peach Batida,,,"3 oz peach juice, 1 1/2 oz condensed milk, 1 1/2 oz ypiòca , 1 tbsp sugar","Put 3 ounces of peach juice, 1 1/2 ounces of Ypiòca, 1 1/2 ounces of condensed milk and 1 tablespoon of sugar in a shaker. Add ice cubes, shake well and serve.",0,0,0,1,0,1,0,
Peachy Keane,Old Fashioned Glass,,"1.5 oz old forester bourbon, .5 oz king's ginger liqueur, .5 oz giffard crème de pêche de vigne, .5 oz honey syrup (local honey cut 2:1 with water), .75 oz lemon juice, 1  egg white, 1 dash angostura bitters",Combine all ingredients except the bitters and dry shake. Add ice and shake again. Strain over fresh ice into a double old fashioned glass. Dash bitters over the top of the cocktail. Garnish with a dried peach and a piece of candied ginger.,0,1,0,0,0,1,1,
Pear and Cranberry Fizz,Highball Glass,,"1.5 oz karlsson's gold vodka, .5 oz fresh lemon juice, 1 oz rothman & winter orchard pear liqueur, .75 oz cranberry juice, 1 tincture fee brothers cranberry bitters, 10  fresh cranberries",In a Boston shaker combine and muddle the fresh lemon juice and cranberries. Add the remaining liquid ingredients except the club soda with hard ice and shake vigorously for 20 seconds pour directly into a highball add a little more ice to fill the glass and top with the club soda. Garnish with a few pear slices and fresh cranberries.,0,1,0,1,0,0,1,
Peruvian Wish (Adapted),,,"1.5 oz barsol pisco, .75 oz luxardo amaro abano, .75 oz luxardo maraschino liqueur","Stir ingredients in a mixing glass over an ice sphere(if available) then strain and serve into a chilled cocktail glass filled with the same ice sphere. Garnish with lemon balm and grapefruit peel.

",0,0,0,0,0,0,0,
Peter Pumpkin,,,"1.5 oz junipero gin, .5 oz orange liquor, 1.5 oz house-made spiced pumpkin puree, .5 oz lemon juice, .5 oz ginger syrup, 1  egg white,  top apple cider","Combine all ingredients in a shaker, except the apple cider. Shake vigorously. Strain over ice. Top with apple cider. Garnish with shaved cinnamon and nutmeg.",0,1,0,1,0,0,0,
Phad Thai,Rocks Glass,,"2 oz karlsson's gold vodka, 1 oz nigori sake (unfiltered), .5 oz fresh shibori yuzu juice, .5 oz simple syrup (2:1 sugar water), .5 pc thai chili, 4-5 sprigs fresh cilantro (stems on)","In the small tin of a Boston shaker set, combine the cilantro sprigs, thai chili, yuzu juice, simple syrup and a small piece of ice. Muddle these ingredients well. Add the remaining liquid ingredients to the shaker with cracked ice and shake vigorously for 20 seconds. 
Double strain the cocktail over ice into a 13 oz. rocks glass. 
Garnish with the Thai chili piece and the cilantro sprig.",0,0,0,0,0,1,0,
Phineas Flip,Highball Glass,,"2 oz english harbour rum, .75 oz king's ginger liqueur, 1 whole egg",Shake vigorously. Strain into highball glass. Top with Ale. Grated nutmeg.,0,0,0,0,0,0,0,
Picadilly,Coupe,,"1.5 oz no.3 london dry gin, .5 oz pimms, 1 bsp luxardo amaretto di saschira, 1 oz fresh lime juice, .75 oz simple syrup, 5 leaves basil leaves","Combine ingredients into a mixing glass, add ice and shake until properly diluted. Double strain into a glass over fresh ice, garnish with a cucumber wheel.",0,1,0,0,0,1,0,
Piedra de sol,,,"1.5 oz mezcal, .75 oz montenegro amaro liquore italiano, .75 oz calisaya liqueur, 2 dash regans' orange bitters no. 6",Stir and garnish lemon peel.,0,1,0,0,0,0,1,
Pina Del Este,Rocks Glass,,"1.5 oz luxardo amaretto di saschira, 4  lime wedges, 1  pinapple wheel, .5 oz gomme syrup, 1 float pisco","Place the lime wedges and pinapple in a tumbler glass with gomme syrup and muddle briskly, then add ice and Amaretto. Stir well and serve with a float of Pisco.",0,1,0,1,0,0,0,
Pineapple Express,Coupe,,"1 oz charbay ruby red grapefruit vodka, 1 oz vya dry vermouth, .75 oz hophead vodka, .25 oz small hand foods pineapple gum syrup",Stir with ice and strain into a chilled coupe. Garnish with a grapefruit twist.,0,0,0,1,0,0,0,
Pink & Black,Collins,,"2 oz pink pigeon rum, 3 oz coca-cola, .5 oz lime juice","Combine the Pink Pigeon, the cola, and the lime juice, in a tall Collins glass full of ice cubes.",0,1,0,0,0,0,0,
Pink & Ginger,Collins,,"2 oz pink pigeon rum, 3 oz ginger beer, .5 oz lime juice","Combine the Pink Pigeon, the ginger beer, and the lime juice, in a tall Collins glass full of ice cubes.",0,1,0,0,0,0,0,
Pink Colada,Collins,,"2 oz pink pigeon rum, 2 oz pineapple juice, 1.5 oz cream of coconut",Pour the ingredients into a cocktail shaker filled with ice. Shake well. Strain into a chilled cocktail or Collins glass.,0,0,0,1,0,0,0,
Pink Mojito,,,"2 oz pink pigeon rum, .25 oz simple syrup, 2 oz cranberry juice, 1 fill club soda,   mint leaves, 1 whole lime, juiced","To make simple syrup, mix equal parts hot water and sugar until sugar is dissolved. Place mint in bottom of glass. Add ice and remaining ingredients except club soda then stir. Top with club soda and garnish with a mint sprig.",0,1,0,1,0,1,0,6956
Pink Pigeon Punch,Coupe,,"7 oz pink pigeon rum, 1 oz agave syrup, 7 oz watermelon, 2  lemon juice,  top ginger beer","Build in a large pitcher or punchbowl. Combine Pink Pigeon Rum, juice from 2 lemons and agave. Blend 7 oz. of fresh watermelon in a blender and puree to mixture. Add a generous amount of ice and stir. Top with ginger beer. Ladle or pour into coupe glasses.",0,1,0,1,0,1,0,
Pink Punch,Pitcher,,"3 c pink pigeon rum, 3 c orange juice, 3 c pineapple juice, 3 c ginger ale, .25 c grenadine, 1  fresh-squeezed lime juice","Mix all ingredients in a large pitcher, add ice, and enjoy!",0,1,0,1,0,0,0,
Pink Ribbon,Champagne Flute,,"1 cube brown sugar, soaked in peychaud's bitters, .75 oz pink pigeon rum,  fill champagne",Brown sugar cube soaked in Peychaud’s Bitters. Put soaked sugar cube in glass first. Pour .75 oz Pink Pigeon rum into flute over sugar cube. Fill remainder of the glass with champagne. Garnish with lemon twist.,0,0,0,0,0,1,1,
Pisco Punch,Wine Glass,,"2 oz barsol selecto italia pisco, 2 oz pineapple juice, 1 oz fresh lime juice, 1 oz simple syrup",Add all liquid ingredients into a cocktail shaker with ice. Shake well and strain into an ice filled white wine glass. Garnish by adding pineapple chunks and Luxardo Cherry.,0,1,0,1,0,1,0,
Pisco Punch (Adaptation by The Commissary),Coupe,,"2 oz barsol selecto italia pisco, 1 oz lemon juice, .75 oz small hand foods pineapple gum syrup, .5 oz falernum",Shake all ingredients with ice and strain into a coupe glass. Nutmeg on top for garnish.,0,1,0,1,0,0,0,
Pisco Punch (Adaptation by The Comstock Saloon),Flip Glass,,"1.5 oz barsol selecto italia pisco, .75 oz small hand foods pineapple gum syrup, .75 oz lemon juice, 3 dash kaffir tincture","Shake, strain into a chilled flip glass with one cube. Garnish with lemon peel.",0,1,0,1,0,0,0,
Pisco Sour,Cocktail glass,New Era Drinks,"pisco,lemon juice,sugar,ice","Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.[1]",0,1,0,0,0,1,0,
Pisco Sour,,,"2 oz barsol primero quebranta pisco, 1 oz fresh lime juice, 1 oz simple syrup, .5 oz egg white, 3 dash angostura bitters","First, dry shake all ingredients. Then, shake all ingredients vigorous with ice and strain into a cocktail glass. Garnish with 2-3 drops of Angostura bitters on top of the foam.",0,1,0,0,0,1,1,
Pistachio Follies,,,"1 oz luxardo amaro abano, 1 oz aged rum, 1 oz fresh cream(not whipped), .5 oz pistachio syrup",Shake ingredients with ice then strain into a cocktail glass previously swirled with chocolate syrup and rimmed with ground pistachios.,0,0,0,0,0,0,0,
Platonic Snuggle,Shorty Beer,,".5 oz h by hine, .5 oz el dorado 12 year old rum, .5 oz hamilton black jamaican pot still rum, .5 oz cinnamon syrup, .5 oz heavy cream, 1 tsp st. elizabeth allspice dram, 1 whole egg,  top founders porter","Dry shake, strain, top with porter.",0,0,0,1,0,0,0,
Playa Matalan (Mezcal Negroni),,,"2 oz mezcal, .75 oz tempus fugit alessio vermouth chinato, .75 oz tempus fugit gran classico bitter, 2 dash tempus fugit abbott's bitters",Stir over 1 large rock. Garnish with zest of an orange peel.,0,0,0,0,0,0,1,
Polish Penance,Etched Rocks Glass,,"1.5 oz house-made slivovitz (plum brandy), 1 oz chamomile tea-infused noilly prat dry vermouth, .5 oz king's ginger liqueur, 3 dash peychaud's bitters",Stir and strain. Hoshizaki ice.,0,0,0,1,0,0,1,
Pontchartrain Punch,,,"1.25 oz junipero gin, .5 oz fresh lime juice, .5 oz the genuine curacao liqueur blue, .25 oz pages elderflower syrup",Shake all ingredients with lots of ice. Strain into serving glass. Top off with a splash of club soda.,0,1,0,0,0,0,0,
Prata Punch,,,"2 part ypioca brasilizar cachaca prata reserva especial, .5 part lillet rose, .5 part guava nectar, .25 part fresh lime juice, .25 part agave,  top banfi rosa regale sparkling wine","For punch, combine Ypioca, Lillet Rose, guava nectar, lime and agave. Top with Rosa Regale sparkling and add sliced strawberries and thin-sliced lime wheels to float as garnish.

For individual cocktails, muddle 2-3 strawberry slices w/ agave and add Ypioca, guava and Lillet. Add ice and shake to chill/mix. Strain over ice and top with champagne. Garnish with thin-sliced strawberry. Remember, this is an aperitif style so it's meant to be refreshing but not necessarily sweet.",1,1,0,0,0,1,0,
Prickly Pear Margarita,Margarita Glass,,"2 oz chinaco blanco tequila, 1 oz lime juice, .5 oz prickly pear puree, .5 oz agave",Mint salt on the rim. Garnish with mint sprig.,0,1,0,1,0,1,0,
Primo Carnera,Martini,,"45 ml luxardo sangue morlacco cherry liqueur, 15 ml luxardo triplum (triple sec), 20 ml luxardo liquore st. antonio","Shake and strain into a martini glass, spray some absinthe on the glass.",0,0,0,1,0,0,0,
Prince of Humbugs,Collins,,"2 oz hirsch small batch reserve bourbon, .75 oz luxardo bitter, .5 oz cold blue bottle coffee, .25 oz luxardo anisette, 2 dash peychaud's bitters",Build in collins glass. Top with soda. Orange peel.,0,0,0,0,0,0,1,
Profundo,,,"1.25 oz hirsch small batch reserve bourbon, 1.25 oz luxardo sangue morlacco cherry liqueur, .5 oz chocolate liqueur, 1 oz heavy cream flavored with hum liqueur",Pour the liquor ingredients over ice and top with half inch (about one centimeter) layer of lightly whipped cream shaken with Hum Liqueur.,0,0,0,1,0,0,0,
Pumpkin & Pecan,,,"2 oz h by hine, .5 oz toasted pecan syrup, .75 oz lemon juice, .5 oz cynar, 1 bsp spiced pumpkin butter, 2 dash cinnamon tincture",Shake. Double strain. King cube. Orange peel garnish,0,1,0,0,0,0,0,
Radice Amara,Coupe,,"1.5 oz luxardo bitter bianco, 1 oz reisetbauer carrot eau de vie, .75 oz genevieve gin","Combine ingredients in mixing glass, and stir with ice to dilution. Strain into a coupe cocktail glass. Garnish with a trimmed carrot ribbon.",0,0,0,0,0,0,1,
Raspberry Batida,Highball Glass,,"2 oz ypioca brasilizar cachaca prata reserva especial, 1 oz sweetened condensed coconut milk, 1 oz almond milk, .5 oz briottet creme de framboise (raspberry), .5 oz tempus fugit creme de cacao, 1 handful fresh raspberries, 2 dash rubarb bitters","Place all ingredients in a mixing tin, muddle fresh raspberries, add ice and shake until tin is frosty. Strain into a chilled highball glass. Garnish with orange wedge.",0,0,0,1,0,0,1,
Red Bud Trail,Martini,,"1.5 oz no.3 london dry gin, .75 oz luxardo sangue morlacco cherry liqueur, .5 oz dry vermouth, .25 oz tempus fugit alessio vermouth di torino rosso, 1 dash angostura bitters",Pour into shaker over ice and shake well. Serve straight up in a martini glass with an orange twist.,0,0,0,1,0,0,1,
Red Letters,Martini,,".75 oz bols genever, .75 oz luxardo maraschino liqueur, .75 oz absinthe, .75 oz lime juice","Shake with ice, strain and pour into a chilled martini glass.",0,1,0,0,0,0,0,
Redondo Beach,Rocks Glass,,"1.5 oz chinaco blanco tequila, .25 oz f. meyer mirabelle (yellow plum), .5 oz fino sherry, .75 oz the genuine curacao liqueur blue, 2 oz horchata, .5 oz simple syrup (2:1), .5 oz lime juice",Blend with ice.,0,1,0,1,0,1,0,
Rhapsody in Red,Collins,,"1.5 oz chinaco blanco tequila, 1 oz wild hibiscus tea, .5 oz fresh lime juice, .5 oz agave nectar,   strawberries,  top sparkling water","Muddle strawberries in a shaker with agave nectar, add lime juice, hibiscus tea, and Chinaco Blanco. Top with sparkling water.",0,1,0,0,0,1,0,
Rio De Janeiro Mule,Copper Mug,,"1.5 oz ypioca brasilizar cachaca prata classica, 1.5 oz ginger citrus agave blend, 5 oz ginger ale, 1 dash aromatic bitters","Pour ingredients into mug, fill with ice. top with ginger ale. Roll into tin. Roll back into mug. Garnish.",0,1,0,0,0,1,1,
Rita's Song,Old Fashioned Glass,,"2 oz nikka whisky taketsuru pure malt 12 yo, .5 oz 15 yo sherry, 2 dashes dr. adam's boker's bitters, .25 oz simple syrup","Build in old fashioned glass, stir and serve over large ice cube.",0,0,0,0,0,1,1,
Rita's Song,,,"2 oz nikka whisky taketsuru pure malt 12 yo, .5 oz 15 yo sherry, 2 dash dr. adam's boker's bitters, .25 oz simple syrup",Serve in an old fashioned glass over a large ice cube.,0,0,0,0,0,1,1,
Ritz Cocktail,Martini,,".75 oz cognac, .5 oz cointreau, .25 oz luxardo maraschino liqueur, .25 oz fresh lemon juice, 3 oz champagne","Add all ingredients except the champagne to a mixing glass and fill with ice. Stir, and strain into a martini glass. Fill with champagne and garnish with a flamed orange peel.",0,1,0,0,0,0,0,
Roasted Cherry Colada,Tiki Glass,,"2 oz white rum, 1.75 oz luxardo sangue morlacco cherry liqueur, 1 oz coconut milk, 1 oz fresh lime juice, .5 tsp demerara sugar, 10 dash miracle mile forbidden barrel aged bitters, 3  roasted cherries, 1 oz black rum, 1 tsp everclear","In a blender, combine white rum, Luxardo, coconut milk, lime juice, sugar, bitters, 3 cherries, and 1 cup ice and purée until smooth; pour into a tiki glass and top with black rum. Place halved cherry, cut-side up, on top of cocktail and fill with Everclear before lighting cherry on fire.",0,1,0,1,0,1,1,
Root Down,Rocks Glass,,"2 oz karlsson's gold vodka (root-infused), .5 oz cardamaro, .5 oz fresh lemon juice, .5 oz grade-a dark maple syrup, 1.5 oz fenteman's ginger beer, 4 inch whole licorice root",In a Boston shaker combine all liquid ingredients except the ginger beer with whole hard ice and shake vigorously for 30 seconds. Double strain the cocktail over whole hard ice cubes in a 13 oz. rocks glass and top with the ginger beer. Garnish with the licorice root.,0,1,0,0,0,0,0,
Rose Sangria,Wine Glass,,"1.5 oz pink pigeon rum, .5 oz fresh lemon juice, .75 oz honey syrup (1:1 honey & water), 1 oz pomegranate juice, 3 oz rose wine,   cinnamon, grated,   nutmeg, grated,   cherries,   strawberries,   watermelon, cube","Combine all ingredients in a wine glass, stir to mix. Add ice and enjoy.  
Convert ounces to cups to make a larger pitcher for you and your guests.",1,1,0,1,0,1,0,
Rothes Julep,Rocks Glass,,"2 oz glenrothes vintage reserve,   simple syrup, 5  mint leaves",Pour ingredients into cocktail shaker and shake vigorously with ice. Strain into a rocks glass over crushed ice with a mint sprig garnish.,0,0,0,0,0,1,0,
Rothes Roy,,,"2 oz glenrothes vintage reserve, .75 oz tempus fugit alessio vermouth di torino rosso, 3 dash angostura bitters","Add all the ingredients to a mixing glass and fill with ice. Stir, and strain into a chilled cocktail glass. Garnish with a Luxardo Cherry.",0,0,0,0,0,0,1,
Round Pond Aperitif,Coupe,,"1.5 oz luxardo aperitivo, .5 oz round pond blood orange syrup, .5 oz fresh lemon juice, 1 splash sparkling wine","Combine all ingredients except soda in a shaker with ice, shake to combine. Pour into a coupe glass and garnish with a lemon peel.",0,1,0,0,0,0,0,
Ruby Tuesday,Highball glass,,"gin,cranberry juice,grenadine",Pour gin and cranberry into a highball filled with ice cubes. Add grenadine and stir.,0,0,0,1,0,0,0,
Rudolph's Rose,Coupe,,"1.5 oz christmas spirit, .25 oz luxardo maraschino liqueur, .5 oz chateau de montifaud pineau des charentes rose, .75 oz tempus fugit gran classico bitter",Combine all ingredients and stir with ice in a mixing glass. Strain into coupe glass and garnish with a Luxardo Cherry.,1,0,0,0,0,0,1,
Sabotage,Rocks Glass,,"2 oz breck bourbon, .5 oz dancing pines black walnut bourbon, .5 oz punt e mes, .25 oz king's ginger liqueur","Muddle sage and Thyme. Stirred, over ice in single rocks glass. Burnt orange, and thyme sprig to garnish.",0,0,0,0,0,0,0,
Sade's Taboo,Coupe,,"2 oz h by hine, .75 oz cocchi americano, .75 oz dolin rouge vermouth, 1 dash bittermens hopped grapefruit bitters","Stir all the ingredients over ice, then strain into a coupe. No garnish.",0,0,0,1,0,0,1,
Sahara Glowing Heart,Nick & Nora,,"1.5 oz junipero gin, .75 oz apricot eau-de-vie, .25 oz grenadine, 2 dash lemon bitters, 2 dash absinthe","Combine all ingredients in a mixing glass, add ice and then stir. Strain into a Nick & Nora glass and garnish with a lemon twist.",0,1,0,1,0,0,1,
Salty Swede,Old Fashioned Glass,,"2 oz karlsson's gold vodka, 2 oz fresh grapefruit juice, 1 oz club soda, 1 tincture grapefruit bitters",Combine the Karlsson's Gold Vodka and grapefruit in a shaker with ice. Shake for 15 seconds and strain over fresh ice in an old-fashioned glass that has a salted rim. Top the cocktail with the club soda.,0,0,0,1,0,0,1,
San Fran Shandy,,,"2 oz hophead vodka, .5 oz king's ginger liqueur, 3 oz breckle's brown ale, 1 oz fresh lemon juice, .5 oz honey syrup, .5 oz egg white, 2 dash angostura bitters","Combine Hophead, lemon juice, King's Ginger, honey syrup, egg white, and bitters in a shaker and dry shake to emulsify egg whites. Add ice and shake vigorously until proper dilution. Strain into a chilled fizz glass. Empty ice out of shakers and fill shaker with ale to create a froth. Pour this froth over the drink and garnish with half an orange wheel.
	
",0,1,0,0,0,1,1,
San Fran Soda,Pint Glass,,"1.25 oz hophead vodka, .5 oz fresh lime juice,  splash soda water,  top steam beer","Pour over ice in a pint glass, then fill with steam beer. Garnish with a lemon wedge and a straw.",0,1,0,0,0,0,0,
Santa Patricia,Highball Glass,,"1 oz blanco tequila, .5 oz dry curacao, .5 oz luxardo bitter, .75 oz fresh ruby red grapefruit juice , .5 oz cinnamon syrup",Shake all ingredients very well with ice and strain over ice into a highball glass.,0,0,0,1,0,0,1,
Sazerac,Old Fashioned Glass,,"0.5 oz vieux pontarlier absinthe francaise superieure, 2 oz h by hine, 3 dash tempus fugit abbott's bitters, 0.5 tsp sugar","Rinse entire glass with absinthe, discard, if you must.
Stir with ice and strain into an old-fashion glass, garnish with lemon peel.",0,0,0,0,0,1,1,
Scotch Joplin,Nick & Nora,,"2 oz ardbeg ten, .75 oz luxardo aperitivo, .5 oz the genuine curacao liqueur orange, 5 dash orange bitters","Stir, strain into a chilled Nick and Nora glass. Garnish with lemon twist.",0,1,0,0,0,0,1,
See You T'Amaro,Small tumbler,,"1.5 oz luxardo amaro abano, .5 oz lemon juice, .25 oz simple syrup, .5 oz egg white, 1 dash fee bros rhubarb bitters","Combine all ingredients in shaker. Dry shake for 10 seconds, add ice and shake for 30 seconds. Strain into small tumbler. Garnish with a sprinkle of grated nutmeg.",0,1,0,0,0,1,1,
Seersucker Sunshine,Nick & Nora,,".75 oz luxardo bitter bianco, 1.5 oz seersucker gin, .5 oz lillet blanc, 1.5 oz sauternes, 2 dash orange blossom water","Rinse the glass with Orange Blossom Water and pour cocktail. Shake Egg White, Sauternes and Lemon Juice vigorously dry for 25 seconds, then add ice, gin, Luxardo Bitter Bianco and Lillet Blanc, shake again for 10 seconds. Strain into Nick & Nora, garnish with a lemon wheel.",1,1,0,0,0,0,1,
Shadowcat,Coupe,,"1 oz luxardo bitter bianco, 1 oz barr hill gin, .75 oz falernum, 1 oz topo chico mineral water, 1 dash lemon bitters","Combine ingredients in a pint glass, stir with ice to chill. Double strain into a coupe glass. Garnish with mint and lemon wedge flag.",0,1,0,0,0,0,1,
Shark Attack,Pitcher,,"lemonade,water,vodka",Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,0,1,0,0,0,0,0,
Short Round,Punch Bowl,,"5 oz bacardi superior rum, 4 oz chateau de montifaud pineau des charentes blanc, 3.5 oz lemon juice, 3.5 oz velvet falernum","Build all ingredients in a punch bowl and add ice, stir gently. Garnish with seasonal fruit and citrus wheels.",0,1,0,0,0,0,0,
Short Round II,Large Antique Vintage Shaker,,"2 oz avuá prata cachaça, 2 oz bacardi superior rum, 3 oz chateau de montifaud pineau des charentes rose, 2 oz lime juice, 1 oz cannella cinnamon cordial, 2 oz simple syrup",Build & Stir. Hoshizaki Ice.,1,1,0,0,0,1,0,
Sidecar,Coupe,,"2 oz hine rare vsop, .75 oz mathilde orange xo liqueur, .75 oz lemon juice, 1 tsp demerara syrup (2:1)",Shake. Strain into a coupe. Garnish with a lime twist.,0,1,0,0,0,1,0,
Sidewinder,Coupe,,"2 oz h by hine, .5 oz apple brandy, .25 oz benedictine, .25 oz yellow chartreuse, 1 dash vieux pontarlier absinthe francaise superieure, 1 dash peychaud's bitters","Stir all the ingredients over ice, then strain into a coupe. No garnish.",0,0,0,1,0,0,1,
Simply Perfecto,Rocks Glass,,2 oz barsol perfecto amor (aperitif wine),Pour Perfecto Amor over ice and garnish with an orange wheel.,0,0,0,0,0,0,0,
Singapore Sling (1915 Recipe),Collins,,"1.5 oz no.3 london dry gin, .5 oz luxardo sangue morlacco cherry liqueur, .25 oz luxardo triplum (triple sec), .25 oz luxardo fernet, 3 oz pineapple juice, .5 oz fresh lime juice, 2 dash bitters",Shake ingredients with ice then strain into an ice-filled collins or pilsner glass.,0,1,0,1,0,0,1,
Sloe & Steady,Nick & Nora,,"1.5 oz c. drouin calvados selection, .75 oz spirit works sloe gin, .5 oz bonal, 4 drops black salt tincture",Stir for about 20 seconds with ice and then Strain into a chilled Nick & Nora glass.,0,0,0,0,0,0,0,
Smashing Great Pumpkins,Demitasse Glass,,"1.5 oz pumpkin vodka, .75 oz new york apple whisky, .75 oz king's ginger liqueur, .5 oz hot water",Steam in steaming tin. Pour in Demitasse glass. Top with heavy whipping cream and nutmeg.,0,0,0,1,0,0,0,
Smoke On The Dock,Collins,,".75 oz luxardo fernet, .34 oz mezcal, 1.5 oz fresh lime sweet n' sour mix, 2 oz pomegranate juice",Shake ingredients with ice then strain into a Collins glass.,0,1,0,0,0,0,0,
Snow Bunny,Fizz Glass,,"1.5 oz christmas spirit, .5 oz king's ginger liqueur, .5 oz lemon juice, .5 oz honey syrup, .5 oz egg white, 2 oz ale, 3 drops dale degroff's pimento aromatic bitters","Combine all ingredients besides beer and bitters and dry shake without ice. Add ice and re-shake, double strain into a fizz glass and top with beer. Garnish with shaved nutmeg and 3 drops of bitters.",0,1,0,0,0,1,1,
Soleo,,,"1 oz luxardo limoncello, 1 oz herbal liqueur",Use an empty bottle of 750ml capacity and combine together 12 ounces - 360 ml of each of the two liqueurs and store in the freezer. Serve very cold in a small cordial glass without ice.,0,0,0,0,0,0,0,
Solera Sidecar,Coupe,,"1.5 oz h by hine, .5 oz lustau east india solera, .25 oz grand marnier, .25 oz luxardo amaretto di saschira, .5 oz lemon juice, .25 oz simple syrup","Shake all the ingredients with ice, then strain into a coupe. No garnish.",0,1,0,0,0,1,0,
SOMA Fizz,Collins,,"1.5 oz junipero gin, .5 oz lemon juice, .75 oz luxardo triplum (triple sec), .75 oz heavy cream, 2 dash orange bitters, 2 oz club soda",Pour 2 oz. of Club Soda into a Collin’s Glass. Hard shake first fIve ingredients with ice for at 20 seconds. Slowly strain into the Collins glass. Garnish with an orange wedge.,0,1,0,1,0,0,1,
Sorrentino,Rocks Glass,,"1 oz luxardo limoncello, 1 oz luxardo bitter, 1 oz tempus fugit alessio vermouth di torino rosso, 2 oz club soda,   fresh thyme","Place the thyme in a tumbler glass and muddle to release the oils, then add ice and ingredients, stir well and serve.",0,0,0,0,0,0,1,
